"","block","lot","cd","schooldist","council","zipcode","firecomp","policeprct","healtharea","sanitboro","sanitsub","zonedist1","spdist1","ltdheight","landuse","ownertype","lotarea","bldgarea","resarea","numbldgs","numfloors","unitsres","unitstotal","lotfront","lotdepth","bldgfront","bldgdepth","ext","proxcode","irrlotcode","lottype","assessland","assesstot","yearbuilt","borocode","xcoord","ycoord","edesignum","sanitdistrict","healthcenterdistrict","pfirm15_flag","last_modif"
"55218",5956,115,"10",20,43,NA,"E241",68,7600,3,"2C","R4A","1","0","11","",637,0,2064,0,0,0,0,17,28.5,0,0,"0","0","Y","5",554,554,1920,3,973818,169489,"0","10","31","0",0
"55237",9136,225,"10",27,32,NA,"E331",106,3000,4,"1D","R4A","0","0","11","X",129,0,1600,0,0,0,0,12.67,20.17,0,0,"0","0","Y","3",60,60,1920,4,1023303,185131,"0","10","45","0",0
"55262",5348,17,"12",20,39,NA,"L148",66,6900,3,"3E","M1-2","0","0","10","",1650,0,2064,0,0,0,0,32,50,0,0,"0","0","N","5",30600,30600,1920,3,989392,172209,"0","12","39","0",0
"55266",1216,165,"07",3,6,NA,"E074",20,3500,1,"3A","R8B","0","0","11","",140,0,7664,0,0,0,0,4.67,30,0,0,"0","0","N","5",450,450,1920,1,991688,225790,"0","7","16","0",0
"55313",7308,8,"03",31,51,NA,"E168",123,800,5,"6D","R3X","1","0","11","C",6300,0,1500,0,0,0,0,60,105,0,0,"0","0","N","5",15180,15180,1920,5,919755,135792,"0","3","51","0",0
"55389",8040,36,"03",31,51,NA,"L076",123,800,5,"8E","R3X","1","0","11","",2665,0,1500,0,0,0,0,25,106.58,0,0,"0","0","N","5",2984,2984,1920,5,917541,126593,"0","3","51","0",0
"55418",4165,43,"10",8,13,NA,"E089",45,1420,2,"1D","R5A","0","0","11","",2500,0,2001,0,0,0,0,25,100,0,0,"0","0","N","5",5971,5971,1920,2,1030687,246959,"0","10","26","0",0
"55442",15000,24,"13",29,31,NA,"E302",105,3612,4,"8E","M1-1","0","0","10","",5000,0,1600,0,0,0,0,50,100,0,0,"0","0","N","5",88650,88650,1920,4,1043732,181922,"0","13","45","0",0
"55479",15695,83,"14",27,31,NA,"L134",101,3800,4,"3E","R1-2","0","0","11","",12437,0,1600,0,0,0,0,17,200,0,0,"0","0","Y","5",1558,1558,1920,4,1049051,161127,"0","14","45","0",0
"55511",2872,400,"04",9,16,NA,"L049",44,2220,2,"3A","R7-1","0","0","11","",845,0,2001,0,0,0,0,37.5,44,0,0,"0","0","Y","5",10,10,1920,2,1006575,246186,"0","4","25","0",0
"55566",13432,6,"13",29,31,NA,"E311",105,3620,4,"8E","M1-1","0","0","11","C",4437,0,1600,0,0,0,0,124,70,0,0,"0","0","Y","5",99450,99450,1920,4,1049835,178548,"0","13","44","0",0
"55624",4764,10,"12",11,12,NA,"L061",47,620,2,"2E","R4-1","0","0","11","",1575,0,2001,0,0,0,0,20,78.75,0,0,"0","0","N","3",890,890,1920,2,1027792,257513,"0","12","24","0",0
"55633",8120,32,"17",18,42,NA,"E257",67,7510,3,"3E","M1-1","0","0","0","",4000,0,2064,0,0,0,0,40,100,0,0,"0","0","N","5",59400,72450,1920,3,1008909,175994,"0","17","33","0",0
"55635",4944,83,"12",11,12,NA,"E038",47,710,2,"5E","M1-1","0","0","11","",1716,0,2001,0,0,0,0,83.42,43.58,0,0,"0","0","Y","5",16200,16200,1920,2,1030859,262418,"0","12","24","0",0
"55775",13149,18,"13",29,31,NA,"E311",105,3532,4,"8C","R3X","0","0","11","",2500,0,1600,0,0,0,0,20,125,0,0,"0","0","N","5",3432,3432,1920,4,1052857,183357,"0","13","44","0",0
"55854",5284,1,"12",11,12,NA,"L061",47,710,2,"5E","M1-1","0","0","0","",2164,0,2001,0,0,0,0,29.1,75.08,0,0,"0","0","Y","3",11250,134100,1920,2,1032596,261612,"0","12","24","0",0
"55891",4953,138,"12",11,12,NA,"L061",47,710,2,"5E","M3-1","0","0","11","",2500,0,2001,0,0,0,0,25,100,0,0,"0","0","N","5",51750,51750,1920,2,1031890,262379,"0","12","24","0",0
"55896",659,157,"01",30,22,NA,"L117",114,400,4,"4D","R5B","0","0","11","",615,0,1600,0,0,0,0,20,30.75,0,0,"0","0","N","6",975,975,1920,4,1007296,217564,"0","1","41","0",0
"55933",920,1,"02",31,50,NA,"L085",122,600,5,"3D","R1-2","1","0","11","X",27458,0,1500,0,0,0,0,187,293,0,0,"0","0","Y","5",78420,78420,1920,5,950972,157383,"0","2","51","0",0
"55954",4105,121,"02",13,50,NA,"",77,23,2," ","R3-2","0","0","11","C",615400,0,1500,0,0,0,0,410,1501,0,0,"0","0","Y","5",15652,15652,1920,5,958136,142990,"0","1","40","1",0
"55955",6217,36,"03",31,51,NA,"E167",123,800,5,"4E","R3X","1","0","10","",4000,0,1500,1,1,0,0,40,100,10,20,"0","0","N","5",3649,5871,1950,5,935616,136209,"0","3","51","0",0
"56045",465,325,"02",30,26,NA,"E258",108,720,4,"2A","M1-4","0","0","7","C",54692,2995,1600,1,0,0,2995,452,121,23,65,"0","0","N","5",814500,980550,1970,4,999311,213652,"0","2","41","0",0
"56046",7966,210,"13",29,23,NA,"L162",105,2160,4,"2D","R2A","0","0","11","",1732,0,1600,0,0,0,0,30.5,33,0,0,"0","0","Y","5",745,745,1920,4,1059825,205530,"0","13","43","0",0
"56094",10922,203,"13",29,27,NA,"E304",105,2920,4,"3E","R2","0","0","11","",425,0,1600,0,0,0,0,4.25,100,0,0,"0","0","N","8",52,52,1920,4,1054346,198542,"0","13","44","0",0
"56110",12519,24,"12",28,27,NA,"L133",113,3532,4,"6D","R3A","0","0","11","",2156,0,1600,0,0,0,0,28,77,0,0,"0","0","N","5",1448,1448,1920,4,1047899,187252,"0","12","44","0",0
"56151",7924,86,"03",31,51,NA,"E151",123,800,5,"8C","R3X","1","0","11","",3900,0,1500,0,0,0,0,40,97.5,0,0,"0","0","N","5",5133,5133,1920,5,915182,122589,"0","3","51","0",0
"56170",6699,26,"03",31,51,NA,"E164",123,800,5,"7E","R3X","1","0","11","",7900,0,1500,0,0,0,0,50,158,0,0,"0","0","N","5",2290,2290,1920,5,929215,128044,"0","3","51","0",0
"56175",5313,6,"03",31,51,NA,"E162",122,920,5,"3C","R3-1","1","0","11","C",30300,0,1500,0,0,0,0,271,112,0,0,"0","0","Y","5",28066,28066,1920,5,943755,134663,"0","3","51","1",0
"56176",7376,114,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",41850,41850,1920,5,920212,133986,"0","3","51","0",0
"56189",5537,92,"10",8,13,NA,"E072",45,3210,2,"3D","R4","0","0","0","",5500,0,2001,0,0,0,0,50,110,0,0,"0","0","N","3",90450,112950,1920,2,1031065,240728,"0","10","26","0",0
"56229",919,38,"02",31,50,NA,"L085",122,600,5,"3D","R1-2","1","0","11","X",52429,0,1500,0,0,0,0,298,175,0,0,"0","0","N","5",123436,123436,1920,5,951724,157186,"0","2","51","0",0
"56256",5361,31,"11",26,19,NA,"E320",111,1310,4,"1C","R3-2","0","0","0","",5000,0,1600,0,0,0,0,50,100,0,0,"0","0","N","5",92250,92250,1920,4,1043604,216668,"0","11","43","0",0
"56328",613,301,"01",31,49,NA,"L077",120,500,5,"1E","R2","1","0","11","",6045,0,1500,0,0,0,0,155,78,0,0,"0","0","Y","5",12632,12632,1920,5,960356,167612,"0","1","51","0",0
"56354",16350,354,"14",27,32,NA,"E329",100,3700,3," ","R4","0","0","11","C",3590,0,1600,0,0,0,0,60,80,0,0,"0","0","Y","5",2386,2386,1920,4,1007514,143795,"0","12","45","1",0
"56501",1705,135,"03",24,21,NA,"E316",115,610,4,"1C","R4","0","0","11","C",540,0,1600,0,0,0,0,27,20,0,0,"0","0","N","5",144,144,1920,4,1023472,215621,"0","3","42","0",0
"56566",1006,56,"01",31,49,NA,"E157",121,200,5,"3C","R4","0","0","11","",350,0,1500,0,0,0,0,18,39,0,0,"0","0","Y","5",450,450,1920,5,948252,172191,"0","1","51","0",0
"56573",11663,18,"10",27,28,NA,"L126",106,3220,4,"3E","R3-2","0","0","0","",5650,0,1600,1,0,0,0,71,93,0,0,"0","0","Y","5",150300,150300,1920,4,1034530,185725,"0","10","45","0",0
"56577",12063,140,"12",27,28,NA,"E302",113,3612,4,"6C","R3A","0","0","11","C",800,0,1600,0,0,0,0,3.18,318,0,0,"0","0","Y","8",50,50,1920,4,1041561,184453,"0","12","45","0",0
"56578",12109,119,"12",27,28,NA,"E302",113,3612,4,"6C","R3A","0","0","11","",490,0,1600,0,0,0,0,5,98,0,0,"0","0","Y","8",300,300,1920,4,1041857,183198,"0","12","45","0",0
"56613",2620,314,"02",31,50,NA,"E154",121,100,5,"4D","M1-1","0","0","11","",9900,0,1500,0,0,0,0,208,100,0,0,"0","0","Y","5",60,60,1920,5,933361,155556,"0","2","51","1",0
"56641",15847,85,"14",27,31,NA,"E265",101,3800,4,"2E","R4","0","0","11","C",814,0,1600,0,0,0,0,19.57,41,0,0,"0","0","N","5",752,752,1920,4,1047842,155874,"0","14","45","1",0
"56696",4243,1,"02",31,50,NA,"E165",122,920,5,"2C","R3X","0","0","11","X",650,0,1500,0,0,0,0,5,130,0,0,"0","0","N","5",331,331,1920,5,951772,146851,"0","2","51","0",0
"56697",586,62,"01",30,22,NA,"E260",114,710,4,"3E","R5","0","0","11","",2500,0,1600,0,0,0,0,25,100.83,0,0,"0","0","N","5",9645,9645,1920,4,1004328,216582,"0","1","41","0",0
"56739",1181,1,"02",30,26,NA,"L163",108,1021,4,"2C","R5","0","0","10","",2815,0,1600,0,0,0,0,55.59,65.63,0,0,"0","0","Y","3",60750,60750,1920,4,1010938,213310,"0","2","42","0",0
"56773",11744,16,"10",27,32,NA,"E302",106,3611,4,"2E","R3-2","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",2386,2386,1920,4,1035088,183569,"0","10","45","0",0
"56800",6011,20,"11",26,19,NA,"E306",111,2110,4,"2D","R2A","0","0","10","",2950,0,1600,1,1,0,0,25.42,119.25,20,20,"0","1","Y","5",4677,7344,1950,4,1045779,222098,"0","11","43","0",0
"56814",5419,133,"10",8,13,NA,"E072",45,3210,2,"2D","R3A","0","0","11","",2500,0,2001,1,0,0,0,25,100,0,0,"0","0","N","5",4915,4915,1920,2,1032214,242835,"0","10","26","0",0
"56815",2920,33,"02",31,50,NA,"E153",122,700,5,"1D","R3-2","0","0","11","",3700,0,1500,0,0,0,0,37,100,0,0,"0","0","N","5",6148,6148,1920,5,960741,159848,"0","2","51","0",0
"56841",10335,164,"12",29,27,NA,"E275",103,3510,4,"3D","R4-1","0","0","11","",167,0,1600,0,0,0,0,21,7.97,0,0,"0","0","Y","5",60,60,1920,4,1045444,195218,"0","12","44","0",0
"56846",7035,6,"03",31,51,NA,"E168",123,800,5,"6C","R3X","1","0","11","",4031,0,1500,0,0,0,0,40.11,100.51,0,0,"0","0","N","5",7456,7456,1920,5,925111,137691,"0","3","51","0",0
"56858",401,9,"01",31,50,NA,"L083",121,600,5,"4E","R3X","0","0","11","",3000,0,1500,0,0,0,0,40,75,0,0,"0","0","N","3",7405,7405,1920,5,947190,165255,"0","1","51","0",0
"56888",6634,33,"15",21,44,NA,"L153",61,8510,3,"1D","R5","1","0","11","C",13800,0,2064,0,0,0,0,23,600,0,0,"0","0","N","5",10714,10714,1920,3,992256,160691,"0","15","37","0",0
"56907",11956,41,"12",28,28,NA,"E303",113,3300,4,"4C","R3A","0","0","11","",1325,0,1600,0,0,0,0,13.25,100,0,0,"0","0","N","5",1491,1491,1920,4,1038774,188592,"0","12","44","0",0
"56914",4002,45,"07",25,19,NA,"E297",109,210,4,"5C","R4A","0","0","11","C",2,0,1600,0,0,0,0,0.68,2.67,0,0,"0","0","Y","8",160,160,1920,4,1027971,225970,"0","7","43","0",0
"56922",1547,4,"02",31,50,NA,"E166",121,100,5,"4E","R3-2","0","0","11","",1417,0,1500,0,0,0,0,25,100,0,0,"0","0","N","5",3118,3118,1920,5,940715,161808,"0","2","51","0",0
"56923",3905,12,"05",19,37,NA,"E332",75,3900,3,"2E","R4","0","0","11","",244,0,2064,0,0,0,0,2.7,102,0,0,"0","0","Y","4",60,60,1920,3,1017303,189137,"0","5","34","0",0
"56941",7757,1,"03",31,51,NA,"E151",123,800,5,"8D","R3X","1","0","11","C",5843,0,1500,0,0,0,0,56,100,0,0,"0","0","Y","3",5611,5611,1920,5,921109,125187,"0","3","51","0",0
"56968",11142,4,"13",29,27,NA,"E304",105,2920,4,"4C","R3-2","0","0","11","",200,0,1600,0,0,0,0,2,100,0,0,"0","0","N","8",900,900,1920,4,1056267,196463,"0","13","44","0",0
"57001",2651,1,"02",31,50,NA,"E154",121,100,5,"4D","M1-1","0","0","11","C",29000,0,1500,0,0,0,0,200,145,0,0,"0","0","Y","5",249750,249750,1920,5,931917,153194,"0","2","51","1",0
"57043",5570,100,"10",8,13,NA,"E072",45,3220,2,"3C","R4","0","0","11","X",6099,0,2001,0,0,0,0,79,100,0,0,"0","0","Y","5",19800,19800,1920,2,1031374,238889,"0","10","26","0",0
"57076",16279,45,"14",27,32,NA,"E329",100,3700,4,"1D","R2","0","0","11","",1500,0,1600,0,0,0,0,12,100,0,0,"0","0","Y","8",900,900,1920,4,1025617,147796,"0","14","45","1",0
"57266",5653,18,"12",20,44,NA,"E247",66,6700,3,"2C","R6","0","0","11","",320,0,2064,0,0,0,0,4,80,0,0,"0","0","N","8",2250,2250,1920,3,984241,171466,"0","12","39","0",0
"57280",405,29,"01",31,50,NA,"L083",121,600,5,"4E","R3X","0","0","11","",1971,0,1500,0,0,0,0,20,100,0,0,"0","0","N","5",4717,4717,1920,5,946631,165597,"0","1","51","0",0
"57307",7675,83,"14",22,48,NA,"E276",70,7310,3,"3C","R3-2","0","0","11","",280,0,2064,0,0,0,0,20,14,0,0,"0","0","N","5",60,60,1920,3,997309,163376,"0","14","35","0",0
"57347",2649,37,"05",24,30,NA,"E291",104,1600,4,"1D","M1-1","0","0","11","",675,0,1600,0,0,0,0,9,75,0,0,"0","0","Y","8",3150,3150,1920,4,1009324,200177,"0","5","46","0",0
"57421",3121,56,"06",12,17,NA,"E045",48,2000,2,"2A","R7X","0","0","11","",1110,0,2001,0,0,0,0,27.75,40,0,0,"0","0","N","5",32850,32850,1920,2,1016426,246173,"0","6","25","0",0
"57451",10436,44,"12",29,27,NA,"L150",113,3510,4,"2E","R2","0","0","11","",2000,0,1600,0,0,0,0,20,100,0,0,"0","0","N","5",3288,3288,1920,4,1048854,195196,"0","12","44","0",0
"57472",8219,101,"11",26,19,NA,"E313",111,2150,4,"4D","R2A","0","0","11","",713,0,1600,0,0,0,0,14,100,0,0,"0","0","Y","5",230,230,1920,4,1057525,217752,"0","11","43","0",0
"57479",2791,14,"05",24,30,NA,"E287",104,1821,4,"5E","R4-1","0","0","11","",1219,0,1600,0,0,0,0,25,66.32,0,0,"0","0","Y","5",2107,2107,1920,4,1013526,203687,"0","5","46","0",0
"57489",7826,405,"03",31,51,NA,"E151",123,800,5,"8C","R1-2","1","0","11","",11850,0,1500,0,0,0,0,50,237,0,0,"0","0","N","6",1312,1312,1920,5,918478,123124,"0","3","51","0",0
"57570",4658,100,"03",31,50,NA,"E165",122,920,5,"1E","R2","0","0","11","",2100,0,1500,0,0,0,0,21,109,0,0,"0","0","Y","5",3400,3400,1920,5,949018,144777,"0","3","51","0",0
"57589",8616,60,"18",18,46,NA,"",45,149,4," ","R2","0","0","11","",4410,0,2064,0,0,0,0,42,105,0,0,"0","0","Y","5",3351,3351,1920,3,1010848,162297,"0","5","32","1",0
"57594",11552,94,"10",27,32,NA,"E331",106,3000,4,"1E","R3X","0","0","11","",2800,0,1600,0,0,0,0,19,100,0,0,"0","0","Y","5",2293,2293,1920,4,1029794,183472,"0","10","45","0",0
"57602",5720,33,"03",31,51,NA,"E167",123,800,5,"5C","R3-1","1","0","11","X",225570,0,1500,0,0,0,0,365,618,0,0,"0","0","N","5",1707300,1707300,1920,5,933848,142798,"0","3","51","0",0
"57624",6401,3,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","10","",3910,0,1500,0,0,0,0,40,99,0,0,"0","0","Y","5",50400,50400,1920,5,937618,131328,"0","3","51","0",0
"57634",4567,24,"11",11,12,NA,"E097",49,820,2,"3D","PARK","0","0","9","C",12000,0,2001,0,0,0,0,262.33,80.33,0,0,"0","0","Y","5",246600,376650,1963,2,1027695,255613,"0","11","24","0",0
"57639",10201,57,"12",28,27,NA,"E275",113,3400,4,"4D","R3-2","0","0","10","X",4520,0,1600,0,0,0,0,42,120,0,0,"0","0","Y","3",91800,91800,1920,4,1043347,191136,"0","12","44","0",0
"57642",6938,75,"13",21,43,NA,"L166",60,8620,3,"1C","R6","0","0","11","",1398,0,2064,0,0,0,0,36.08,38.75,0,0,"0","0","N","5",3223,3223,1920,3,987099,152941,"0","13","37","0",0
"57643",448,57,"06",15,39,NA,"E239",78,4300,3,"4C","M1-2","0","0","11","C",175,0,2064,0,0,0,0,25,14,0,0,"0","0","Y","6",4050,4050,1920,3,988444,185894,"0","6","38","0",0
"57650",5448,113,"12",20,44,NA,"L148",66,7110,3,"4E","R6","0","0","11","",200,0,2064,0,0,0,0,2,100.17,0,0,"0","0","N","8",1350,1350,1920,3,988478,169247,"0","12","35","0",0
"57658",7372,48,"03",31,51,NA,"L076",123,800,5,"6D","M1-1","1","0","11","X",4000,0,1500,0,0,0,0,40,100,0,0,"0","0","N","5",68850,68850,1920,5,920474,133987,"0","3","51","0",0
"57685",2373,148,"03",9,16,NA,"L019",42,2600,2,"1B","R7-1","0","0","11","C",213,0,2001,0,0,0,0,0.33,93.45,0,0,"0","0","Y","8",900,900,1920,2,1010237,242222,"0","3","22","0",0
"57707",5748,71,"11",20,38,NA,"L172",62,8110,3,"1E","R5","0","0","11","",720,0,2064,0,0,0,0,12,60,0,0,"0","0","N","6",8550,8550,1920,3,985020,166570,"0","11","31","0",0
"57727",5909,18,"08",10,11,NA,"L052",50,100,2,"3C","R4","0","0","11","",417,0,2001,0,0,0,0,4.17,100,0,0,"0","0","N","8",300,300,1920,2,1009364,263460,"0","8","21","0",0
"57769",2287,2,"02",31,50,NA,"L085",122,100,5,"2C","R1-2","1","0","11","",6822,0,1500,0,0,0,0,60,100,0,0,"0","0","Y","5",10944,10944,1920,5,944528,149018,"0","2","51","0",0
"57831",4572,125,"12",11,12,NA,"L032",47,810,2,"1D","R6","0","0","10","",2267,0,2001,0,0,0,0,22.67,100,0,0,"0","0","N","0",48600,48600,1920,2,1022124,256658,"0","12","24","0",0
"57852",78,349,"01",31,49,NA,"E156",120,300,5,"2D","R2","0","0","11","C",250,0,1500,0,0,0,0,25,10,0,0,"0","0","N","5",60,60,1920,5,954710,173068,"0","1","51","0",0
"57922",6354,51,"03",31,51,NA,"E164",123,800,5,"4D","R3X","1","0","11","C",2160,0,1500,0,0,0,0,21,103,0,0,"0","0","Y","5",4503,4503,1920,5,938165,130883,"0","3","51","1",0
